id,overview,genres
5689,get readi battl age justic leagu face archenemi legion doom new movi dc comic mysteri known time trapper aris sinist plan led luthor send legion doom back time elimin superman wonder woman batman becom super hero aquaman flash cyborg along teen super hero karat kid dawnstar stake never higher rescu mission never deadlier join fight futur justic leagu confront ultim challeng threat never exist ,"Family, Animation, Action, Science Fiction"
5690,young girl rais dysfunct famili constantli run fbi live poverti come age guid drunkard ingeni father distract magic stori keep mind famili dire state selfish nonconformist mother intent rais famili along younger brother sister older sister togeth fend matur unorthodox journey famili life ,Drama
5691,kringl daughter set mission find bring back brother get cold feet turn take santa ,"Family, Comedy, Fantasy"
5692,legendari rock band foo fighter move encino mansion steep grisli rock roll histori record much anticip 10th album hous grohl find grappl supernatur forc threaten complet album live band ,"Horror, Comedy, Music"
5693,anxious wait reunit best friend recov seriou accid brother allow blame accid forc work togeth better commun learn respect ,"Romance, TV Movie"
5694,absent mind street thug struggl live legendari older brother reput long day gang warfar go ,"Crime, Drama"
5695,teenag anderson think life get wors flunk driver exam wrong even though receiv licens refus break date cool decid lift famili prize luxuri car occas unfortun sneak booz along pass drunk confus make bad decis enlist rebelli friend help ,"Comedy, Family"
5696,ex thief accus enact new crime spree clear name set catch new thief imit signatur style ,"Crime, Thriller, Mystery, Romance, Comedy"
5697,feel good stori edward unlik courag british ski jumper never stop believ even entir nation count help rebelli charismat coach take establish win heart sport fan around world make improb histor show 1988 calgari winter olymp ,"Comedy, Drama, History, Adventure"
5698,true stori british intellig whistleblow gun prior 2003 iraq invas leak top secret nsa memo expos joint us uk illeg spi oper member un secur council memo propos blackmail member state vote war ,"Thriller, History, Drama"
5699,privat detect venic beach calif good ladi bad punch wild dog local thug steal turn spyder deviou leader forg unlik allianc help best friend pull big gun retriev spyder stolen cash cocain save ,"Action, Comedy, Thriller, Mystery"
5700,boozer skirt chaser careless father could creat list report fault time san death prison slate die midnight man suddenli realiz innoc ,"Crime, Drama, Thriller, Mystery, Action"
5701,marin colonel brought court martial order men fire demonstr surround american embassi yemen ,"War, Action, Adventure, Drama, History"
5702,halloweentown prepar celebr 1 000th anniversari brother return witch univers troubl session sinist sister someon plot use power evil ,"Family, Fantasy, Comedy, TV Movie, Action"
5703,power superintellig choos studi averag person earth peter fate world hang balanc decid enslav save destroy human prove peopl worth save ,"Comedy, Science Fiction, Romance"
5704,armor car driver tri elud gang thiev flood ravag countrysid ,"Thriller, Crime, Action"
5705,remark stori brazilian race driver ayrton senna chart physic spiritu achiev track quest perfect mythic statu sinc attain subject senna documentari featur span race legend year f1 driver open season 1984 untim death decad later ,"Documentary, History"
5706,seven old colleg friend gather weekend reunion funer one ,"Comedy, Drama"
5707,five year later manero saturday night fever still burn strut toward biggest challeng yet make dancer broadway stage ,"Drama, Music"
5708,young thief histori grand theft auto becom inform help polic bring crimin enterpris involv smuggl hundr exot super car ,"Action, Drama"
5709,lab accid give hound name shoeshin seriou superpow secret dog eventu share young boy becom owner friend ,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction"
5710,come age stori cayden richard forc hit road murder parent cayden wander lost without purpos meet certifi lunat name wild set path omin town lupin ridg hunt truth histori end realli hunt ,"Horror, Action"
5711,broken citi rife injustic ex cop taggart seek redempt reveng doubl cross frame power figur mayor relentless pursuit justic match streetwis tough make unstopp forc mayor worst nightmar ,"Thriller, Crime, Drama"
5712,suffer afflict make grow four time faster normal 10 year old look like 40 year old man year tutor home convinc overprotect parent send public school children know make help fifth grade teacher make effort win ,"Family, Comedy, Drama"
5713,ziminski astrophysicist receiv messag seem extraterrestri origin eerili soon discoveri fire embark search determin origin transmiss lead hitchcockian labyrinth paranoia intrigu ,"Science Fiction, Thriller"
5714,weekend lake hous louisiana gulf turn nightmar seven vacation subject fresh water shark attack ,"Thriller, Horror"
5715,time yet terrifi flood predict unthink rage storm coincid high sea unleash coloss tidal surg travel mercilessli england east coast thame estuari overwhelm barrier torrent water pour citi live million london stake ,"Drama, Action, Thriller"
5716,group world war ii american soldier encount supernatur enemi occupi castl previous nazi control ,"Horror, Thriller, War, Fantasy"
5717,young girl buy antiqu box yard sale unawar insid collect live malici ancient spirit girl father team ex wife find way end curs upon child ,"Horror, Thriller"
5718,warrior assassin forc hide small town american badland refus mission ,"Adventure, Fantasy, Action, Western, Thriller"
5719,earli 16th centuri idealist german monk disgust materi church begin dialogu lead protest reform ,"Drama, History"
5720,leav behind troubl life follow dream lo angel land job cocktail waitress burlesqu loung majest theater hous inspir music revu vow perform make leap bar stage help restor club former glori ,"Drama, Romance"
5721,stori stand comedian fierc sens humour singer intern renown spotlight perfect coupl healthi happi glamour birth first child mysteri girl except destini chang live ,"Drama, Romance"
5722,volatil heavi drink veteran suffer post traumat stress disord find semblanc famili stumbl onto ship lancast dodd charismat leader new religion form world war ii ,Drama
5723,famili move remot farmstead rural new england escap hustl 21st centuri busi adapt new life meteorit crash front yard melt earth infect land properti space time strang otherworldli colour horror famili discov alien forc gradual mutat everi life form touch includ ,"Mystery, Science Fiction, Thriller"
5724,whiton univers pledg week carefre parti turn deadli brutal murder start befal student send elleri race time uncov truth behind school dark secret horrifi mean recur symbol singl exclam mark ,"Horror, Mystery"
5725,astronaut scorch supernova find caught trap respond so notori danger alien planet ,"Animation, Comedy, Adventure, Family, Science Fiction"
5726,balto daughter aleu embark journey adventur self discoveri ,"Family, Animation, Adventure"
5727,start 15th centuri mcleod train anoth immort swordsman japanes sorcer nakano evil immort name kill old wizard result battl leav buri underground cave resurfac 20th centuri creat havoc mcleod stop ,"Fantasy, Action"
5728,visit hometown christma man come face face old high school crush best friend woman whose reject turn feroci woman ,"Comedy, Romance"
5729,singl work mother find perfect father child babi prefer cab driver turn babysitt take make happi even consid go take trick babi think bring togeth late ,"Comedy, Romance"
5730,british spi banish panama affair ambassador mistress make connect local tailor nefari past connect top polit gangster figur panama tailor also wife work panamanian presid huge debt mission learn presid intend canal ,"Drama, Thriller"
5731,perman blind tragic car accid receiv bizarr news long lost mother recent pass away leav famili ancestr castl rural albania travel estat group friend hope opportun reconnect past never knew mother seemingli left behind mysteri event begin occur friend begin die must unravel secret famili histori fall prey castl freak ,Horror
5732,st set 1950 small town pregnant con woman name run seek refug convent hidden deafen isol first start perfect place child turn dark lair silenc forc ghastli secret mask everi bit power test soon learn sick twist truth convent odd peopl lurk insid hall must find way discov unyield strength need escap save babi cage behind wall forev ,"Horror, Thriller"
5733,suffer enorm guilt parent kill car accid quit promis futur mit work revolutionari experi order care younger sibl ,"Horror, Drama, Thriller"
5734,valley himalaya orphan boy save bengal tiger cub ruthless poacher kill tiger mother togeth set himalayan mountain taktsang monasteri bhutan known tiger nest buddhist monk took refug 1950 chines invas tibet protect big cat new great film whole famili talk import defend anim stori friendship two orphan tiger cub child tale brotherhood discoveri life ,"Family, Adventure"
5735,9 1986 small ranch commun wyom experi divin intervent coupl deton bomb insid crowd classroom ,"Mystery, Drama, History, Family, Thriller"
5736,nearest futur cathol church learnt resurrect peopl whole process kept secret follow strict rule sinless believ age 65 resurrect film set comput line church priest help brought back life divorc son live ex wife chat line son first person resurrect die car accid caus soon learn huge conspiraci behind resurrect process ,"Science Fiction, Thriller"
5737,littlefoot grandfath fall ill dinosaur way cure flower forbid land mist hold unexpect peril danger ,"Adventure, Animation, Comedy, Family"
5738,save cash strap orphanag guardian kid partner wash boat captain chanc win lucr fish competit ,"Adventure, Drama, Family"
5739,air forc one goe storm bermuda triangl unit state navi dispatch find escap pod hold presid giant monster beneath ocean awaken attack fleet ,Science Fiction
5740,seal team eight must fight way deep africa congo decommiss secret uranium mine stop danger enemi smuggl weapon grade yellow cake countri ,"Action, War, Drama"
5741,small town texa high school footbal religion 17 year old schoolboy carri hope entir commun onto gridiron everi friday night star quarterback harbor suffer injuri coyot forc regroup question leadership moxon second string quarterback slightli irrever approach game ,"Comedy, Drama, Romance"
5742,marin sgt beckett son u marin corp deadliest sniper beckett must turn father former protégé track kill mysteri sniper kill next target ,"War, Action, Thriller, Drama"
5743,scandinavia 1 000 ad year one eye mute warrior supernatur strength held prison nors chieftain aid boy slave one eye slay captor togeth escap begin journey heart dark flight one eye board vike vessel ship soon engulf endless fog clear crew sight unknown land new world reveal secret vike confront terribl bloodi fate one eye discov true self ,"Adventure, Drama, Action, Fantasy"
5744,becom obsess social network star name seemingli perfect life decid drop everyth move west friend behaviour turn unsettl danger ,"Comedy, Drama"
5745,newli elect presid mandela know nation remain racial econom divid wake apartheid believ bring peopl togeth univers languag sport mandela ralli south africa rugbi team make histor run 1995 rugbi world cup championship match ,"Drama, History"
5746,one puppet maker geppetto creation come magic life puppet pinocchio one major desir becom real boy someday order accomplish goal learn act respons film show adventur learn valuabl lesson ,"Family, Fantasy, Adventure, Drama"
5747,rock star gener bent win imposs war afghanistan take us insid complex machineri modern war inspir true stori gener mcchrystal ,"Comedy, Drama, War"
5748,strand side road tire blowout group friend becom target enigmat sniper ,"Thriller, Horror"
5749,london england fifteen year old boy get job bathhous meet attract young woman work attend ,Drama
5750,trink young suav music publicist seem new wife babi way life deal bum hand suddenli face singl fatherhood defunct career move father bounc back take new love courag instil daughter ,"Comedy, Romance, Drama"
5751,one expect much brown boy cerebr palsi born work class irish famili though spastic quadripleg essenti paralyz miracul event occur age 5 demonstr control left foot use chalk scrawl word floor help steeli mother shortag grit determin overcom infirm becom painter poet author ,Drama
5752,10 million diamond rip stolen ident new life marri diplomat risk big big tabloid shutterbug snap pictur pari suddenli enemi secret past know want share diamond heist life ,"Crime, Drama, Mystery, Thriller"
5753,compil interview rehears backstag footag prepar seri sold show london ,"Music, Documentary"
5754,documentari make season five acclaim amc seri break bad ,Documentary
5755,tire crime overrun street boston irish cathol twin brother conner inspir faith cleans hometown evil brand zealou vigilant justic hunt kill one notori gangster anoth becom controversi folk hero commun smecker eccentr fbi agent fast close blood soak trail ,"Action, Thriller, Crime"
5756,insur investig maindrian team lead doubl live unstopp car thiev south american drug lord pay steal 48 car one 1973 mustang bag prepar rip fastback codenam long beach unawar boss tip polic busi disput ,"Action, Crime, Drama, Thriller"
5757,ludlow disillus l polic offic rare play rule haunt death wife evid implic execut fellow offic forc go cop cultur part entir career ultim lead question loyalti everyon around ,"Action, Crime, Drama, Thriller"
5758,cross border illeg work hard work father devot husband find wrong accus murder former sheriff wife learn imprison pregnant wife tri come aid land hand corrupt coyot hold ransom dissatisfi polic depart investig former sheriff tri uncov truth wife death discov disturb evid destroy one famili futur tear anoth apart ,"Western, Drama"
5759,twenti nine year event iron former nazi moonbas becom last refug mankind earth devast nuclear war buri deep wasteland lie power could save last human destroy old enemi lead hero adventur hollow earth save human must fight vril ancient shapeshift reptilian race armi dinosaur ,"Action, Comedy, Fantasy, Science Fiction, Adventure"
5760,dawn space race two radio obsess teen discov strang frequenc airwav becom import night live histori small town ,"Mystery, Science Fiction, Thriller, Drama"
5761,clone war sweep galaxi heroic jedi knight struggl maintain order restor peac system fall prey forc dark side galact republ slip sway separatist never end droid armi anakin skywalk padawan learner ahsoka tano find mission far reach consequ one bring face face crime lord jabba hutt count dooku sinist agent includ nefari asajj ventress stop noth ensur anakin ahsoka fail quest meanwhil front line clone war obi wan kenobi master yoda lead massiv clone armi valiant effort resist forc dark side ,"Animation, Action, Science Fiction, Adventure"
5762,doubl agent picasso trigger assassin pari doubl cross bad guy ortiz ortiz begin elimin agent agenc involv brother death agenc belatedli spring action stop ortiz heinou activ usual gunplay romanc nifti toy bomb ensu ,"Action, Crime"
5763,woman seek reveng murder father hire famou gunman differ expect ,"Comedy, Romance, Western"
5764,colt tumtum must battl evil wealthi toxic wast dumper order save local indian tribe friend 3 ninja must help find father find secret disk contain evid could stop toxic landfil destroy indian commun howev town own rich man control polic even mayor must fight motorcycl gang renegad cowboy non stop ninja adventur ,"Family, Adventure, Action, Comedy"
5765,place foster home allow pet 16 year old younger brother turn abandon hotel home dog soon stray arriv hotel becom everi orphan canin town kid quick think keep cop tail ,"Comedy, Family"
5766,stay age manor research liquor smuggl histori documentari video team interview spooki host one captur imag voic video shock dream bloodi encount crew member fall hypnot spell ,Horror
5767,essenti true stori spartan king led extrem small armi greek soldier 300 person bodi guard sparta hold invad persian armi thought number 250 000 ,"History, War, Adventure"
5768,brown complain overwhelm materi see amongst everyon christma season suggest becom director school christma pageant brown accept frustrat struggl attempt restor proper spirit forlorn littl fir christma tree fail need help learn mean christma ,"Animation, Family, Comedy, TV Movie"
5769,colleg graduat goe work nanni rich new york famili ensconc home juggl dysfunct new romanc spoil brat charg ,"Comedy, Drama, Romance"
5770,inherit father compani socialit must first visit small hometown learn valu hard work help other ,"Romance, Comedy"
5771,23rd centuri mysteri alien power threaten earth evapor ocean destroy atmospher frantic attempt save mankind crew must time travel back 1986 san find world punk pizza exact chang buse alien anyth ever encount far reach galaxi thrill action pack trek adventur ,"Science Fiction, Adventure"
5772,fisherman leav fight greek armi world war ii fiancé fall love local italian command ,"Drama, Romance, War"
5773,mansfield poverti stricken sent away live wealthi uncl aunt mansfield struggl adapt new lifestyl begin attract attent suitor learn sexual polit high societi along way ,"Drama, TV Movie"
5774,dictat stalin die parasit croni squar frantic power struggl becom next soviet leader bumbl brawl back stab way top question remain run govern ,"Comedy, Drama, History"
5775,two drunk parent attempt hide ever increas financi difficulti daughter social circl elabor neighborhood scheme ,Comedy
5776,young man learn overbear father affair tri stop seduc older woman well ,Drama
5777,director toback take unflinch uncompromis look life almost sole perspect man tyson altern controversi boxer address camera shot champion fight creat arrest pictur man ,"Documentary, Drama"
5778,civil war southern girl board school young women take injur enemi soldier provid refug tend wound hous taken sexual tension danger rivalri taboo broken unexpect turn event ,Drama
5779,ex soldier brayker guardian ancient key unlock tremend evil sinist collector demon want key initi apocalyps run wick mercenari almost 90 year brayker final stop board hous new mexico help resid plan face collector band ghoul prevent ever seiz key ,"Horror, Comedy, Thriller"
5780,green receiv footbal scholarship prestigi prep school 1950 feel pressur hide fact jewish classmat teacher fear may anti semit quickli becom big man campu thank footbal skill jewish background discov worst fear realiz friend turn violent threat public ridicul ,Drama
5781,serv prison time self defens kill sailor reunit girlfriend mother desper keep apart hire hitman kill sailor find whole new set troubl peru old buddi also get sailor tri rob store sailor land jail yet young lover appear ever share life covet ,"Crime, Thriller, Romance"
5782,far futur savag train kill find way commun bore immort alon preserv human achiev ,"Fantasy, Action, Thriller, Science Fiction"
5783,bore marriag burnt poet turn corpor execut thierri zandale fall prey old friend husband manipul egotist johhni becom enmesh sensual passion destruct affair ,"Drama, Romance, Thriller"
5784,blind vietnam vet train swordfight come america help rescu son fellow soldier ,"Action, Thriller"
5785,daughter live alon isol farmhous wood slowli begin suspect someth sinist happen motherli instinct put test ,"Thriller, Horror"
5786,ambiti indian driver use wit cun escap poverti rise top epic journey base new york time bestsel ,Drama
5787,man justic group corrupt polic offic unabl catch wife killer ,"Action, Crime, Drama, Thriller"
5788,near futur time hope hardship drive human look star beyond mysteri phenomenon menac destroy life planet earth astronaut mcbride undertak mission across immens space mani peril uncov truth lost expedit decad boldli face empti silenc search unknown ,"Science Fiction, Drama"
5789,colombia great war old man fall ladder die profess great love wife funer man call widow dismiss angrili flash back 50 year day florentino ariza telegraph boy fall love fermina daza daughter mule trader ,"Drama, Romance"
5790,world human be puppet live togeth member cast children televis show air 1990 begin get murder one one puppet philip former lapd detect fell disgrac turn privat eye take case request old boss order assist detect edward partner past ,"Action, Comedy, Crime"
5791,seventi strang fruit live rock lifestyl max groupi drug intern tension ex front man dead overdos even demis glamor lightn struck stage outdoor festiv 20 year former rock god sunk deep obscur idea reunion tour lodg head former keyboard player fruit set find former bandmat help former manag see recaptur magic give second chanc ,"Comedy, Music"
5792,pinhead trap pillar soul fortun bought young playboy own nightclub pinhead busi escap get playboy lure victim presenc use blood free seek destroy puzzl box need never return hell femal report investig grisli murder stand way ,Horror
5793,mean street man must come hero born murder born rooki cop name colt return beyond spirit hero whose mission fight bad forc shadow central citi octopu kill anyon unfortun enough see face plan go wipe entir citi ,"Action, Comedy, Crime, Fantasy"
5794,ender gung ho marin assign protect windtalk one sever navajo indian use relay messag world war ii spoken languag indecipher japanes code breaker ,"War, Drama, Action, History"
5795,singer rise stardom muster courag break free abus husband ,"Drama, Music, History"
5796,art curat decid seek reveng abus boss con buy fake monet plan requir help eccentr unpredict texa rodeo queen ,"Comedy, Crime"
5797,histori new york meatpack district told perspect transgend sex worker live work filmmak walk stroll decad reunit commun recount violenc polic homeless gentrif overcam build movement transgend right ,Documentary
5798,father struggl keep infant daughter aliv wake hurrican ,"Drama, Thriller"
5799,two young offic mark death confisc small cach money firearm member notori cartel routin traffic stop ,"Crime, Drama, Thriller"
5800,underwat deep sea miner encount soviet wreck bring back danger cargo base ocean floor horrifi result crew mine base must fight surviv genet mutat hunt one one ,"Adventure, Horror, Action, Thriller, Science Fiction"
5801,former agent cia estrang daughter go run employ target assassin ,"Action, Thriller"
5802,man son goe miss travel town ex wife live search answer play man whose life cloud mysteri mcavoy given script dialogu ,Thriller
5803,age group outlaw look one last big score tradit american disappear around ,Western
5804,sinc sudden highli suspici death parent 12 year old charg wealthi aunt uncl wide fear antichrist relentlessli plot seiz control uncl busi empir world anyon attempt unravel secret sinist past fiendish futur meet swift cruel demis ,"Horror, Thriller"
5805,coupl holiday remot south pacif island awaken one morn hang recollect transpir play back video previou night see particip local ritual somehow end murder ,"Horror, Mystery"
5806,upon learn new york citi wide eye boy half human half allig decid leav shelter life swamp search long lost father music adventur ,"Animation, Comedy, Family"
5807,chanc encount stranger chang life colleg gymnast ,Drama
5808,stick wield monkey team young girl epic quest immort battl demon dragon god ego along way ,"Animation, Fantasy, Adventure, Family, Comedy"
5809,base popular book stori tell want friend add adventur life get vampir kid good appetit two end insepar fun cut short hope vampir race could gone forev singl night access daytim world help find alway want ,"Family, Adventure, Comedy, Fantasy"
5810,wilder british columbia two hunter track vicious murder hallum former special oper instructor approach ask apprehend hallum former student gone rogu suffer sever battl stress time kosovo ,"Drama, Action, Thriller, Crime"
5811,archaeologist alabama chan set uncov ancient tomb quin shi haung promis rich answer famili mysteri ,"Action, Adventure, TV Movie"
5812,set german occupi norway resist fighter knut straud enlist reluct physicist pedersen effort destroy german heavi water product plant rural telemark ,"Action, Drama, War"
5813,young writer collier met open night first play old ladi beg come back mystifi tri find learn famou stage actress earli 1900 becom obsess self hypnosi manag travel back time meet ,"Drama, Fantasy, Romance"
5814,car bomb explod american side u mexico border mexican drug enforc agent varga begin investig along american polic captain varga begin suspect shadi partner menzi plant evid frame innoc man investig possibl corrupt quickli put new bride jeopardi ,"Crime, Thriller, Mystery"
5815,20 year abroad renton return scotland reunit old friend sick boy begbi ,"Drama, Comedy"
5816,impact meet respect revil emul accus belov betray final crucifi yet terribl fate would end stori ,"Drama, History"
5817,knoxvil bam margera wee man rest fearless foolhardi friend take part anoth round outrag prank stunt addit stand path charg bull launch air crash variou object guy perform segment sweatsuit cocktail beehiv tetherbal lamborghini tooth pull ,"Comedy, Documentary, Action"
5818,man strand arctic final receiv long await rescu howev tragic accid opportun lost must decid whether remain rel safeti camp embark deadli trek unknown potenti salvat ,Drama
5819,diplomat coupl adopt son devil without know remak classic horror film name 1976 ,Horror
5820,discov plane crash claim live famili accid enter dark complex world intern espionag seek vengeanc noth left lose transform victim assassin discov neither reveng truth appear ,"Action, Thriller"
5821,race car driver tri transport illeg beer shipment texa 28 hour pick reluct bride way ,"Action, Adventure, Comedy"
5822,slave quest recov three portion treasur map unfortun final portion held murder uncl dawg crew skeptic leadership abil must complet quest mutini made yet difficult effort british crown end pirat raid ,"Action, Adventure"
5823,band mediev mercenari take reveng nobl lord decid pay kidnap betroth nobl son plagu warfar cut swath destruct throughout land mercenari hole castl await fate ,"Adventure, Drama"
5824,new orlean polic detect fisher stop brilliant thief get away multimillion dollar heist thief girlfriend accident kill escap prison crimin mastermind enact reveng taunt 12 round near imposs puzzl task must somehow complet save life woman love ,"Action, Thriller, Crime"
5825,barn messner wake desert wound memori idea surround eight bodi van four million cash van full cocain pursu notori drug lord perez trejo desper want money back dea agent rooker dolph lundgren also corrupt sheriff olson pare stop noth get hand new found fortun run discov rememb less want know realli ,Action
5826,age pal best friend sinc childhood final propos much younger girlfriend four friend go la vega celebr end longtim bachelorhood reliv glori day howev four quickli realiz interven decad chang sin citi test friendship way imagin ,Comedy
5827,three young boy colt tum tum togeth neighbor girl comput whiz visit mega mountain amus park invad armi ninja led evil medusa want take park hold owner ransom kid retir tv star dragon made farewel appear park time ninja appear break medusa viciou plan ,"Family, Action, Comedy"
5828,fioravant decid becom profession way make money help cash strap friend act manag duo quickli find caught crosscurr love money ,Comedy
5829,distant futur global catastroph wipe nearli human earth elit astronaut space coloni kepler must make decis seal fate peopl planet ,"Science Fiction, Action, Adventure"
5830,colleg buddi chip promis group last unmarri man collect cash pot seven year later kitti worth 500 000 money need pay gambl debt problem singl guy hopeless woman ,"Comedy, Romance"
5831,behind scene retrospect made twenti fifth anniversari classic horror film exorcist includ interview star film along commentari director writer deeper mean behind element use terrifi audienc previous unreleas footag includ make test delet scene ,"Documentary, TV Movie"
5832,disgrac doctor famili held hostag home crimin run robberi gone awri requir seek immedi medic attent ,"Action, Thriller"
5833,mother mccord driven extrem save life young son even mean haul black market drug soup truck fed hot pursuit two bounti head son life line climb behind wheel night train readi outrun gun outlast ,"Action, Thriller, Crime"
5834,fame torment artist van gogh spend final year arl paint masterwork natur world surround ,Drama
5835,two hobbit struggl destroy ring mount doom friend desper fight evil lord sauron forc final battl ,"Animation, Fantasy, Adventure"
5836,woman second world war open heart evacue initi resolv rid ,"Drama, Romance"
5837,stand best man longtim friend petersen dupre lose job becom barfli attach newlyw coupl almost perman houseguest longer dupre camp couch closer get bride leav frustrat groom wonder pal move ,"Comedy, Romance"
5838,young farmer rural yorkshir numb daili frustrat bing drink casual sex arriv romanian migrant worker ,"Romance, Drama"
5839,order avoid jail sentenc boswel head tokyo live militari father low rent section citi get caught underground world drift race ,"Action, Crime, Drama, Thriller"
5840,fame architect angust approach trip pari airport chatti girl name texel textor need ride oblig part way airport entranc miss flight settl loung encount mysteri young texel insist tell strang stori convers grow stranger twist turn sinist deadli ,"Drama, Mystery, Thriller"
5841,sinc arriv buckingham palac live life luxuri top dog supersed three fellow corgi majesti heart arrog quit irrit caus diplomat incid offici dinner presid unit state fall disgrac betray one peer becom stray dog street london redeem love find resourc surpass face great danger ,"Family, Animation"
5842,father come grip daughter upcom wed prism multipl relationship within big sprawl cuban american famili ,"Romance, Comedy"
5843,continu adventur barber barbershop stylist beauti shop next door tri cut busi struggl keep father shop tradit aliv time urban develop look replac mom pop establish name brand chain world chang thing never go style current event polit relationship love still say anyth want barbershop ,"Comedy, Drama"
5844,fact base stori former greek olymp boxer taken prison world war ii place auschwitz prison camp permit surviv long fought amus captor father brother also held insur would continu fight ,"Drama, War"
5845,young american coupl australian holiday take terrifi turn get lost outback one anoth reli two driven extrem order stay aliv harsh unforgiv wilder ,"Thriller, Western"
5846,dr awaken cataton state mental institut must reliv last expedit watch tape site visit discov unleash unstopp horror ,Horror
5847,corpor auditor work number differ offic mcquarri wander without anchor among new york power broker chanc meet charismat lawyer bose lead introduct list underground sex club begin affair woman known introduc world treacheri murder ,"Thriller, Mystery"
5848,seri murder shaken commun point peopl believ legendari creatur dark time mythic golem must respons ,"Horror, Mystery, Thriller"
5849,alreadi deep second cold war britain ministri defens seek game chang weapon programm mccarthi unwittingli provid answer machin super strong human cyborg program bug caus prototyp decim lab mccarthi take obsess effort underground far away inquisit eye ,"Science Fiction, Thriller"
5850,live volkswagen beetl help old ladi protect home corrupt develop ,"Romance, Comedy, Family, Fantasy"
5851,leatherback turtl friend forev enjoy atol water sand shepherd new hatchl sea suddenli poacher swoop ship part spectacular aquarium show tourist dubai kingpin place big seahors enlist plan great escap new friend bug eye blob fish snippi lobster sweet octopu whole famili penguin hatch breakout plan littl arriv determin break rescu seri thrill adventur narrow escap hero head south meet first love ,"Adventure, Animation"
5852,wanna blue guitar virtuoso seek long lost song legendari musician johnson ,"Drama, Music, Mystery, Romance"
5853,multi part documentari make jurass trilog part walk make part one film includ hurrican shoot first film advanc cgi jurass help chang world special effect forev interview retrospect documentari come comment spielberg johnston neill dern goldblum effect crew child actor stormar documentari broken five part new era 25 min make prehistori 20 min next step evolut 15 min third adventur 25 min find lost world 28 min someth surviv 16 min ,"Documentary, Action, Adventure, Thriller"
5854,scientist discov bodi three frozen genet modifi russian buri canadian north upon thaw realiz unleash deadli threat western societi must stop cost ,"Action, Science Fiction"
5855,oblivi son ziggi seek replac tri parent unassum teenag shelter ziggi fumbl pursuit brilliant young woman school ,"Drama, Comedy"
5856,take place year haunt adult fallen possess evil spirit must exorcis fallen priest devil complet take ,Horror
5857,hospic nurs work spooki new orlean plantat home find entangl mysteri involv hous dark past ,"Drama, Horror, Mystery, Thriller"
5858,haunt doll teach one littl girl children play undead thing ,"Mystery, Thriller, Horror"
5859,group righteou assassin call collect take aim highli sophist human traffick ring back network untouch billionair back wall collect choic put import mission hand rooki assassin ,"Action, Thriller"
5860,two hillbilli suspect killer group paranoid colleg kid camp near duo virginian cabin bodi count climb fear confus colleg kid tri seek reveng pair ,"Comedy, Horror"
5861,look behind scene madoff massiv ponzi scheme perpetr public trail destruct left wake victim madoff famili ,"Crime, Drama, History, Thriller, TV Movie"
5862,get close person 16 success women adult film industri shed cloth intim photo shoot director anderson question ask person stori live reveal chose busi sex got first place porn star alway discreet privat live past yet anderson way open dialog allow share nake skin screen true inner vulner touch yet charact creat confid intox hear stori never look way ,Documentary
5863,luck coach hire prepar team best american dancer intern tournament attract best crew around world american fifteen year ,"Music, Drama"
5864,mitchi wait go back camp spend summer make new music friend superstar slick new camp across lake camp drum seriou competit featur newcom sensat battl band camp futur stake camp flashi product top antic win camp rocker prove music teamwork spirit truli matter ,"Comedy, Music, TV Movie"
5865,follow surrend geronimo massai last apach warrior captur schedul transport reserv way manag escap head homeland win back girl settl grow crop pursuer idea though ,"Action, Western"
5866,russian seek help deal mafia veteran polic academi head moscow order find evid konali market comput game everyon world play ,"Comedy, Crime"
5867,children start disappear rebelli teen hous arrest start suspect legendari evil boogeyman known cucuy might respons ,"Thriller, Horror"
5868,two polic offic struggl surviv becom trap beneath rubbl world trade center septemb 11 2001 ,"Drama, History, Thriller"
5869,emmanuel demonstr hidden joy sexual fantasi intergalact student alien leader torn love jealousi ,"Science Fiction, Romance"
5870,due experiment vaccin dr human survivor apocalypt war wage biolog weapon besid hundr deform nocturn peopl remain sensit light homicid psychot ,"Science Fiction, Action"
5871,express star sinatra pow colonel lead dare escap wwii itali take freight train win british soldier find command ,"War, Action, Drama, History, Thriller"
5872,small time thief belfast conlon fals implic ira bomb pub kill sever peopl london four friend coerc british polic confess guilt father rel london also implic crime spend fifteen year prison father tri prove innoc ,Drama
5873,career crimin recruit sharpshoot crook polic offic bartend bet teller name among other one last job goe straight get marri tell restless wife scheme steal million racetrack work hatch plot ,"Crime, Thriller"
5874,radio fall sky hand wide eye tibetan mastiff leav home fulfil dream becom musician set motion seri complet unexpect event ,"Adventure, Animation, Comedy, Family, Music"
5875,fiancé kill move cross countri rebuild life new boyfriend closer relationship sister befriend one old colleagu thing take turn worst realiz make matter cost move across countri rebuild life tragedi run one former colleagu pleasantli surpris pair becom close friend want begin sabotag everyth life ,"Thriller, TV Movie"
5876,escap prison go crime spree rob bank oregon california order financ scheme new life south border unfortun thing get complic meet run car join bandit cross countri spree eventu steal someth heart ,"Comedy, Crime"
5877,movi star togeth boy turtl back back busi super agent turn studio head gold ambit chang bond remain strong navig caprici often cutthroat world hollywood ,Comedy
5878,cape crusad reluctantli agre let batgirl nightw take long overdu vacat crime fight superman justic leagu watch gotham citi ,"Animation, Family, Adventure, Action, Comedy"
